obs_id,alt_id,choice,college,hsg2,coml5,vehicle_size,acceleration,price_over_log_income,top_speed,fuel_type,luggage_space,body_type,cents_per_mile,station_availability,range,pollution
8,4,0,1,0,1,3,2.5,6.3459814,140,cng,0.7,stwagon,4,0.7,300,0.4
8,5,1,1,0,1,2,4.0,5.2423324,95,gasoline,1.0,regcar,8,1.0,300,0.25
8,6,0,1,0,1,2,4.0,5.2423324,95,gasoline,1.0,truck,8,1.0,300,0.25
9,1,0,0,0,0,3,2.5,3.0674666,65,methanol,0.7,sportuv,4,0.0,125,0.0
9,2,0,0,0,0,3,2.5,3.0674666,65,methanol,0.7,sportcar,4,0.0,125,0.0
9,3,0,0,0,0,3,4.0,3.8343333,140,electric,1.0,sportuv,4,0.3,250,0.75
9,4,0,0,0,0,3,4.0,3.8343333,140,electric,1.0,regcar,4,0.3,250,0.75
9,5,1,0,0,0,2,6.0,4.0899555,85,gasoline,1.0,sportuv,6,1.0,300,0.25
9,6,0,0,0,0,2,6.0,4.0899555,85,gasoline,1.0,truck,6,1.0,300,0.25
10,1,0,1,0,0,2,4.0,3.8017382,85,methanol,1.0,regcar,2,0.0,200,0.0
10,2,1,1,0,0,2,4.0,3.8017382,85,methanol,1.0,truck,2,0.0,200,0.0
10,3,0,1,0,0,3,6.0,2.4599482,140,cng,0.7,regcar,2,0.7,75,0.4
10,4,0,1,0,0,3,6.0,2.4599482,140,cng,0.7,van,2,0.7,75,0.4
10,5,0,1,0,0,1,2.5,2.9072116,85,electric,1.0,regcar,4,0.1,300,0.75
10,6,0,1,0,0,1,2.5,2.9072116,85,electric,1.0,stwagon,4,0.1,300,0.75
11,1,1,1,0,0,3,4.0,4.1386835,55,methanol,1.0,regcar,2,0.0,200,0.0
11,2,0,1,0,0,3,4.0,4.1386835,55,methanol,1.0,truck,2,0.0,200,0.0
11,3,0,1,0,0,1,6.0,4.4145957,95,cng,1.0,regcar,4,0.7,75,0.1
11,4,0,1,0,0,1,6.0,4.4145957,95,cng,1.0,van,4,0.7,75,0.1
11,5,0,1,0,0,2,2.5,3.0350346,110,electric,1.0,regcar,6,0.1,300,0.4
11,6,0,1,0,0,2,2.5,3.0350346,110,electric,1.0,stwagon,6,0.1,300,0.4
12,1,0,1,1,0,3,4.0,3.323736,85,methanol,1.0,truck,2,0.0,125,0.0
12,2,1,1,1,0,3,4.0,3.323736,85,methanol,1.0,stwagon,2,0.0,125,0.0
12,3,0,1,1,0,1,6.0,3.7985554,85,electric,1.0,truck,8,0.7,250,0.25
12,4,0,1,1,0,1,6.0,3.7985554,85,electric,1.0,regcar,8,0.7,250,0.25
12,5,0,1,1,0,2,2.5,2.6115068,95,gasoline,1.0,truck,2,1.0,300,0.5
12,6,0,1,1,0,2,2.5,2.6115068,95,gasoline,1.0,van,2,1.0,300,0.5
13,1,0,1,0,0,0,4.0,5.4600663,85,methanol,1.0,sportcar,8,0.0,200,0.0
13,2,0,1,0,0,0,4.0,5.4600663,85,methanol,1.0,truck,8,0.0,200,0.0
13,3,0,1,0,0,1,6.0,6.102427,140,cng,1.0,sportcar,4,0.1,75,0.25
13,4,0,1,0,0,1,6.0,6.102427,140,cng,1.0,sportuv,4,0.1,75,0.25
13,5,1,1,0,0,2,2.5,7.3871485,95,gasoline,1.0,sportcar,8,1.0,350,1.0
13,6,0,1,0,0,2,2.5,7.3871485,95,gasoline,1.0,regcar,8,1.0,350,1.0
14,1,0,0,0,0,2,2.5,1.2847215,85,methanol,0.7,regcar,1,0.0,200,0.0
14,2,0,0,0,0,2,2.5,1.2847215,85,methanol,0.7,stwagon,1,0.0,200,0.0
14,3,0,0,0,0,3,4.0,1.6059019,85,electric,1.0,regcar,2,0.7,300,0.4
14,4,0,0,0,0,3,4.0,1.6059019,85,electric,1.0,truck,2,0.7,300,0.4
14,5,1,0,0,0,3,6.0,0.96354111,95,gasoline,1.0,regcar,4,1.0,350,0.75
14,6,0,0,0,0,3,6.0,0.96354111,95,gasoline,1.0,van,4,1.0,350,0.75
15,1,0,1,0,0,1,4.0,4.690508,65,methanol,1.0,regcar,1,0.0,200,0.0
15,2,0,1,0,0,1,4.0,4.690508,65,methanol,1.0,stwagon,1,0.0,200,0.0
15,3,1,1,0,0,2,6.0,3.586859,140,electric,1.0,regcar,4,0.3,300,0.6
15,4,0,1,0,0,2,6.0,3.586859,140,electric,1.0,truck,4,0.3,300,0.6
15,5,0,1,0,0,3,2.5,4.1386835,85,gasoline,1.0,regcar,6,1.0,350,1.0
15,6,0,1,0,0,3,2.5,4.1386835,85,gasoline,1.0,van,6,1.0,350,1.0
16,1,0,1,0,0,3,6.0,1.9313856,100,methanol,1.0,truck,8,0.0,75,0.0
16,2,0,1,0,0,3,6.0,1.9313856,100,methanol,1.0,van,8,0.0,75,0.0
16,3,0,1,0,0,1,2.5,1.9313856,85,cng,1.0,truck,8,0.1,250,0.1
16,4,0,1,0,0,1,2.5,1.9313856,85,cng,1.0,stwagon,8,0.1,250,0.1
16,5,0,1,0,0,2,4.0,2.7591223,110,gasoline,1.0,truck,4,1.0,250,0.75
16,6,1,1,0,0,2,4.0,2.7591223,110,gasoline,1.0,regcar,4,1.0,250,0.75
17,1,0,1,1,1,3,6.0,8.4371306,65,methanol,1.0,regcar,8,0.0,75,0.0
17,2,0,1,1,1,3,6.0,8.4371306,65,methanol,1.0,van,8,0.0,75,0.0
17,3,1,1,1,1,3,2.5,5.4593198,110,cng,0.7,regcar,2,0.1,250,0.4
17,4,0,1,1,1,3,2.5,5.4593198,110,cng,0.7,stwagon,2,0.1,250,0.4
17,5,0,1,1,1,2,4.0,7.444527,85,gasoline,1.0,regcar,6,1.0,250,0.25
17,6,0,1,1,1,2,4.0,7.444527,85,gasoline,1.0,truck,6,1.0,250,0.25
18,1,0,0,0,0,3,2.5,1.0224889,85,methanol,0.7,regcar,8,0.0,200,0.0
18,2,1,0,0,0,3,2.5,1.0224889,85,methanol,0.7,truck,8,0.0,200,0.0
18,3,0,0,0,0,3,4.0,1.1503,140,cng,1.0,regcar,6,0.1,75,0.4
18,4,0,0,0,0,3,4.0,1.1503,140,cng,1.0,van,6,0.1,75,0.4
18,5,0,0,0,0,2,6.0,1.2781111,85,electric,1.0,regcar,8,0.3,300,0.75
18,6,0,0,0,0,2,6.0,1.2781111,85,electric,1.0,stwagon,8,0.3,300,0.75
19,1,0,1,1,0,3,4.0,3.3109468,100,methanol,1.0,van,1,0.0,125,0.0
19,2,0,1,1,0,3,4.0,3.3109468,100,methanol,1.0,regcar,1,0.0,125,0.0
19,3,1,1,1,0,3,6.0,3.586859,85,cng,0.7,van,8,0.1,300,0.4
19,4,0,1,1,0,3,6.0,3.586859,85,cng,0.7,stwagon,8,0.1,300,0.4
19,5,0,1,1,0,2,2.5,4.1386835,95,electric,1.0,van,2,0.3,250,0.75
19,6,0,1,1,0,2,2.5,4.1386835,95,electric,1.0,truck,2,0.3,250,0.75
20,1,0,1,0,1,3,2.5,3.3109468,100,methanol,0.7,regcar,4,0.0,200,0.0
20,2,0,1,0,1,3,2.5,3.3109468,100,methanol,0.7,stwagon,4,0.0,200,0.0
20,3,0,1,0,1,1,4.0,4.1386835,95,electric,1.0,regcar,2,0.7,300,0.25
20,4,0,1,0,1,1,4.0,4.1386835,95,electric,1.0,truck,2,0.7,300,0.25
20,5,1,1,0,1,2,6.0,4.4145957,110,gasoline,1.0,regcar,4,1.0,350,0.5
20,6,0,1,0,1,2,6.0,4.4145957,110,gasoline,1.0,van,4,1.0,350,0.5
21,1,0,0,1,1,2,2.5,5.9556216,65,methanol,0.7,regcar,4,0.0,125,0.0
21,2,0,0,1,1,2,2.5,5.9556216,65,methanol,0.7,stwagon,4,0.0,125,0.0
21,3,0,0,1,1,3,4.0,7.444527,140,electric,1.0,regcar,4,0.3,250,0.75
21,4,0,0,1,1,3,4.0,7.444527,140,electric,1.0,truck,4,0.3,250,0.75
21,5,1,0,1,1,1,6.0,7.9408288,85,gasoline,1.0,regcar,6,1.0,300,0.25
21,6,0,0,1,1,1,6.0,7.9408288,85,gasoline,1.0,van,6,1.0,300,0.25
22,1,0,1,0,0,3,4.0,4.8568222,100,methanol,1.0,sportuv,1,0.0,200,0.0
22,2,0,1,0,0,3,4.0,4.8568222,100,methanol,1.0,truck,1,0.0,200,0.0
22,3,0,1,0,0,3,6.0,5.3680666,85,cng,1.0,sportuv,4,0.1,75,0.4
22,4,0,1,0,0,3,6.0,5.3680666,85,cng,1.0,sportcar,4,0.1,75,0.4
22,5,0,1,0,0,2,2.5,4.3455777,110,gasoline,1.0,sportuv,8,1.0,350,0.25
22,6,1,1,0,0,2,2.5,4.3455777,110,gasoline,1.0,regcar,8,1.0,350,0.25
23,1,0,0,0,1,3,2.5,4.690508,65,methanol,0.7,regcar,1,0.0,125,0.0
23,2,0,0,0,1,3,2.5,4.690508,65,methanol,0.7,van,1,0.0,125,0.0
23,3,0,0,0,1,2,4.0,3.0350346,110,cng,1.0,regcar,8,0.1,300,0.6
23,4,0,0,0,1,2,4.0,3.0350346,110,cng,1.0,stwagon,8,0.1,300,0.6
23,5,1,0,0,1,3,6.0,4.1386835,85,gasoline,1.0,regcar,4,1.0,300,0.5
23,6,0,0,0,1,3,6.0,4.1386835,85,gasoline,1.0,truck,4,1.0,300,0.5
24,1,0,1,0,0,0,6.0,4.690508,85,methanol,0.7,regcar,1,0.0,125,0.0
24,2,0,1,0,0,0,6.0,4.690508,85,methanol,0.7,truck,1,0.0,125,0.0
24,3,1,1,0,0,1,2.5,3.0350346,140,cng,1.0,regcar,4,0.7,300,0.25
24,4,0,1,0,0,1,2.5,3.0350346,140,cng,1.0,van,4,0.7,300,0.25
24,5,0,1,0,0,2,4.0,3.586859,85,electric,1.0,regcar,6,0.1,250,0.6
24,6,0,1,0,0,2,4.0,3.586859,85,electric,1.0,stwagon,6,0.1,250,0.6
25,1,1,1,0,0,3,4.0,7.0659681,65,methanol,1.0,truck,8,0.0,125,0.0
25,2,0,1,0,0,3,4.0,7.0659681,65,methanol,1.0,regcar,8,0.0,125,0.0
25,3,0,1,0,0,2,6.0,7.3871485,110,cng,0.7,truck,8,0.1,300,0.1
25,4,0,1,0,0,2,6.0,7.3871485,110,cng,0.7,van,8,0.1,300,0.1
25,5,0,1,0,0,3,2.5,5.4600663,140,electric,1.0,truck,2,0.3,250,0.4
25,6,0,1,0,0,3,2.5,5.4600663,140,electric,1.0,stwagon,2,0.3,250,0.4
26,1,0,1,0,1,1,6.0,4.1386835,100,methanol,1.0,regcar,4,0.0,125,0.0
26,2,0,1,0,1,1,6.0,4.1386835,100,methanol,1.0,van,4,0.0,125,0.0
26,3,1,1,0,1,2,2.5,4.4145957,85,cng,1.0,regcar,6,0.3,300,0.25
26,4,0,1,0,1,2,2.5,4.4145957,85,cng,1.0,stwagon,6,0.3,300,0.25
26,5,0,1,0,1,3,4.0,3.586859,110,gasoline,1.0,regcar,2,1.0,300,1.0
26,6,0,1,0,1,3,4.0,3.586859,110,gasoline,1.0,truck,2,1.0,300,1.0
27,1,0,1,0,0,3,4.0,3.3927834,55,methanol,0.7,regcar,4,0.0,125,0.0
27,2,0,1,0,0,3,4.0,3.3927834,55,methanol,0.7,van,4,0.0,125,0.0
27,3,0,1,0,0,2,6.0,2.1953304,95,cng,0.7,regcar,2,0.1,300,0.1
27,4,0,1,0,0,2,6.0,2.1953304,95,cng,0.7,stwagon,2,0.1,300,0.1
27,5,1,1,0,0,3,2.5,2.9936324,140,gasoline,1.0,regcar,6,1.0,300,0.75
27,6,0,1,0,0,3,2.5,2.9936324,140,gasoline,1.0,truck,6,1.0,300,0.75
28,1,0,0,0,0,3,4.0,0.96354111,110,cng,0.7,truck,2,0.3,300,0.25
28,2,0,0,0,0,3,4.0,0.96354111,110,cng,0.7,regcar,2,0.3,300,0.25
28,3,0,0,0,0,3,6.0,1.1241313,140,electric,1.0,truck,4,0.7,250,0.6
28,4,0,0,0,0,3,6.0,1.1241313,140,electric,1.0,van,4,0.7,250,0.6
28,5,1,0,0,0,2,2.5,1.4453117,85,gasoline,1.0,truck,6,1.0,300,1.0
28,6,0,0,0,0,2,2.5,1.4453117,85,gasoline,1.0,stwagon,6,1.0,300,1.0
29,1,1,1,0,1,3,4.0,6.6218936,65,methanol,1.0,regcar,2,0.0,200,0.0
29,2,0,1,0,1,3,4.0,6.6218936,65,methanol,1.0,van,2,0.0,200,0.0
29,3,0,1,0,1,1,6.0,4.690508,110,cng,1.0,regcar,4,0.1,75,0.1
29,4,0,1,0,1,1,6.0,4.690508,110,cng,1.0,stwagon,4,0.1,75,0.1
29,5,0,1,0,1,2,2.5,5.7941569,85,gasoline,1.0,regcar,8,1.0,350,0.75
29,6,0,1,0,1,2,2.5,5.7941569,85,gasoline,1.0,truck,8,1.0,350,0.75
30,1,0,1,0,0,3,6.0,3.9704144,65,methanol,1.0,truck,4,0.0,125,0.0
30,2,0,1,0,0,3,6.0,3.9704144,65,methanol,1.0,van,4,0.0,125,0.0
30,3,1,1,0,0,1,2.5,4.4667162,110,cng,0.7,truck,4,0.7,300,0.6
30,4,0,1,0,0,1,2.5,4.4667162,110,cng,0.7,stwagon,4,0.7,300,0.6
30,5,0,1,0,0,2,4.0,2.9778108,85,gasoline,1.0,truck,8,1.0,300,0.5
30,6,0,1,0,0,2,4.0,2.9778108,85,gasoline,1.0,regcar,8,1.0,300,0.5
31,1,0,1,0,0,3,4.0,7.0659681,55,methanol,1.0,regcar,4,0.0,200,0.0
31,2,0,1,0,0,3,4.0,7.0659681,55,methanol,1.0,van,4,0.0,200,0.0
31,3,0,1,0,0,2,6.0,7.3871485,95,cng,1.0,regcar,4,0.1,75,0.6
31,4,0,1,0,0,2,6.0,7.3871485,95,cng,1.0,stwagon,4,0.1,75,0.6
31,5,1,1,0,0,3,2.5,6.102427,140,gasoline,1.0,regcar,8,1.0,350,0.5
31,6,0,1,0,0,3,2.5,6.102427,140,gasoline,1.0,truck,8,1.0,350,0.5
32,1,0,0,0,0,2,2.5,3.7871011,100,methanol,0.7,regcar,2,0.0,125,0.0
32,2,0,0,0,0,2,2.5,3.7871011,100,methanol,0.7,stwagon,2,0.0,125,0.0
32,3,0,0,0,0,3,4.0,2.7772075,95,electric,1.0,regcar,4,0.3,250,0.4
32,4,0,0,0,0,3,4.0,2.7772075,95,electric,1.0,truck,4,0.3,250,0.4
32,5,1,0,0,0,3,6.0,3.2821543,110,gasoline,1.0,regcar,6,1.0,300,0.75
32,6,0,0,0,0,3,6.0,3.2821543,110,gasoline,1.0,van,6,1.0,300,0.75
33,1,0,1,1,0,2,6.0,4.0359651,65,methanol,0.7,regcar,8,0.0,50,0.0
33,2,0,1,1,0,2,6.0,4.0359651,65,methanol,0.7,stwagon,8,0.0,50,0.0
33,3,1,1,1,0,3,2.5,3.0863263,140,electric,1.0,regcar,8,0.3,350,0.4
33,4,0,1,1,0,3,2.5,3.0863263,140,electric,1.0,truck,8,0.3,350,0.4
33,5,0,1,1,0,3,4.0,3.5611457,85,gasoline,1.0,regcar,2,1.0,400,0.75
33,6,0,1,1,0,3,4.0,3.5611457,85,gasoline,1.0,van,2,1.0,400,0.75
34,1,0,1,0,1,2,4.0,4.8177056,85,methanol,1.0,regcar,2,0.0,125,0.0
34,2,1,1,0,1,2,4.0,4.8177056,85,methanol,1.0,truck,2,0.0,125,0.0
34,3,0,1,0,1,3,6.0,5.1388859,140,cng,1.0,regcar,6,0.3,300,0.25
34,4,0,1,0,1,3,6.0,5.1388859,140,cng,1.0,van,6,0.3,300,0.25
34,5,0,1,0,1,3,2.5,3.5329841,85,electric,1.0,regcar,8,0.7,250,0.6
34,6,0,1,0,1,3,2.5,3.5329841,85,electric,1.0,stwagon,8,0.7,250,0.6
35,1,0,1,0,0,3,4.0,2.8118444,85,cng,0.7,regcar,4,0.1,250,0.4
35,2,0,1,0,0,3,4.0,2.8118444,85,cng,0.7,truck,4,0.1,250,0.4
35,3,0,1,0,0,3,6.0,3.3230888,95,electric,1.0,regcar,6,0.3,400,0.75
35,4,0,1,0,0,3,6.0,3.3230888,95,electric,1.0,van,6,0.3,400,0.75
35,5,1,1,0,0,2,2.5,3.8343333,110,gasoline,1.0,regcar,8,1.0,250,0.25
35,6,0,1,0,0,2,2.5,3.8343333,110,gasoline,1.0,stwagon,8,1.0,250,0.25
36,1,0,1,1,1,2,6.0,5.554415,85,methanol,0.7,sportuv,1,0.0,200,0.0
36,2,0,1,1,1,2,6.0,5.554415,85,methanol,0.7,regcar,1,0.0,200,0.0
36,3,1,1,1,1,3,2.5,5.8068884,140,cng,0.7,sportuv,8,0.3,75,0.4
36,4,0,1,1,1,3,2.5,5.8068884,140,cng,0.7,truck,8,0.3,75,0.4
36,5,0,1,1,1,1,4.0,4.2920479,85,electric,1.0,sportuv,2,0.7,300,0.75
36,6,0,1,1,1,1,4.0,4.2920479,85,electric,1.0,sportcar,2,0.7,300,0.75
37,1,0,1,0,1,3,2.5,4.0359651,55,methanol,0.7,regcar,8,0.0,200,0.0
37,2,0,1,0,1,3,2.5,4.0359651,55,methanol,0.7,stwagon,8,0.0,200,0.0
37,3,1,1,0,1,3,4.0,3.0863263,110,electric,1.0,regcar,2,0.7,300,0.75
37,4,0,1,0,1,3,4.0,3.0863263,110,electric,1.0,truck,2,0.7,300,0.75
37,5,0,1,0,1,2,6.0,3.5611457,140,gasoline,1.0,regcar,4,1.0,350,0.25
37,6,0,1,0,1,2,6.0,3.5611457,140,gasoline,1.0,van,4,1.0,350,0.25
38,1,0,0,0,0,2,2.5,1.9270822,85,cng,1.0,regcar,2,0.1,75,0.1
38,2,0,0,0,0,2,2.5,1.9270822,85,cng,1.0,truck,2,0.1,75,0.1
38,3,0,0,0,0,3,4.0,2.2482626,95,electric,1.0,regcar,4,0.3,300,0.4
38,4,0,0,0,0,3,4.0,2.2482626,95,electric,1.0,van,4,0.3,300,0.4
38,5,1,0,0,0,3,6.0,2.8906233,110,gasoline,1.0,regcar,6,1.0,350,0.75
38,6,0,0,0,0,3,6.0,2.8906233,110,gasoline,1.0,stwagon,6,1.0,350,0.75
39,1,0,0,0,0,3,2.5,4.8177056,110,cng,1.0,regcar,2,0.1,75,0.4
39,2,0,0,0,0,3,2.5,4.8177056,110,cng,1.0,truck,2,0.1,75,0.4
39,3,1,0,0,0,3,4.0,5.1388859,140,electric,1.0,regcar,4,0.3,300,0.75
39,4,0,0,0,0,3,4.0,5.1388859,140,electric,1.0,van,4,0.3,300,0.75
39,5,0,0,0,0,2,6.0,3.5329841,85,gasoline,1.0,regcar,6,1.0,350,0.25
39,6,0,0,0,0,2,6.0,3.5329841,85,gasoline,1.0,stwagon,6,1.0,350,0.25
40,1,1,0,1,1,1,6.0,7.7083289,85,methanol,0.7,truck,1,0.0,125,0.0
40,2,0,0,1,1,1,6.0,7.7083289,85,methanol,0.7,regcar,1,0.0,125,0.0
40,3,0,0,1,1,2,2.5,5.4600663,140,cng,1.0,truck,4,0.7,300,0.25
40,4,0,0,1,1,2,2.5,5.4600663,140,cng,1.0,van,4,0.7,300,0.25
40,5,0,0,1,1,3,4.0,6.102427,85,electric,1.0,truck,6,0.1,250,0.6
40,6,0,0,1,1,3,4.0,6.102427,85,electric,1.0,stwagon,6,0.1,250,0.6
41,1,0,1,0,1,3,6.0,3.0296809,65,methanol,0.7,regcar,4,0.0,200,0.0
41,2,0,1,0,1,3,6.0,3.0296809,65,methanol,0.7,van,4,0.0,200,0.0
41,3,1,1,0,1,2,2.5,3.2821543,110,cng,1.0,regcar,2,0.3,75,0.1
41,4,0,1,0,1,2,2.5,3.2821543,110,cng,1.0,stwagon,2,0.3,75,0.1
41,5,0,1,0,1,3,4.0,4.0395745,85,gasoline,1.0,regcar,6,1.0,350,0.75
41,6,0,1,0,1,3,4.0,4.0395745,85,gasoline,1.0,truck,6,1.0,350,0.75
42,1,0,1,0,0,2,4.0,1.3795612,110,cng,1.0,truck,4,0.3,75,0.4
42,2,0,1,0,0,2,4.0,1.3795612,110,cng,1.0,regcar,4,0.3,75,0.4
42,3,0,1,0,0,3,6.0,0.8277367,140,electric,1.0,truck,6,0.7,300,0.75
42,4,1,1,0,0,3,6.0,0.8277367,140,electric,1.0,van,6,0.7,300,0.75
42,5,0,1,0,0,1,2.5,0.96569282,85,gasoline,1.0,truck,8,1.0,350,0.25
42,6,0,1,0,0,1,2.5,0.96569282,85,gasoline,1.0,stwagon,8,1.0,350,0.25
43,1,1,0,1,0,3,6.0,4.1753448,110,cng,0.7,regcar,8,0.7,75,0.4
43,2,0,0,1,0,3,6.0,4.1753448,110,cng,0.7,truck,8,0.7,75,0.4
43,3,0,0,1,0,3,2.5,4.8177056,140,electric,1.0,regcar,2,0.1,300,0.75
43,4,0,0,1,0,3,2.5,4.8177056,140,electric,1.0,van,2,0.1,300,0.75
43,5,0,0,1,0,2,4.0,5.1388859,85,gasoline,1.0,regcar,4,1.0,350,0.25
43,6,0,0,1,0,2,4.0,5.1388859,85,gasoline,1.0,stwagon,4,1.0,350,0.25
44,1,0,0,0,0,2,4.0,3.5346277,100,methanol,1.0,regcar,1,0.0,200,0.0
44,2,0,0,0,0,2,4.0,3.5346277,100,methanol,1.0,van,1,0.0,200,0.0
44,3,0,0,0,0,3,6.0,3.7871011,85,cng,1.0,regcar,4,0.1,75,0.4
44,4,0,0,0,0,3,6.0,3.7871011,85,cng,1.0,stwagon,4,0.1,75,0.4
44,5,1,0,0,0,1,2.5,2.7772075,110,gasoline,1.0,regcar,8,1.0,350,0.25
44,6,0,0,0,0,1,2.5,2.7772075,110,gasoline,1.0,truck,8,1.0,350,0.25
45,1,0,1,0,1,2,2.5,3.5787111,85,methanol,0.7,regcar,1,0.0,200,0.0
45,2,0,1,0,1,2,2.5,3.5787111,85,methanol,0.7,stwagon,1,0.0,200,0.0
45,3,1,1,0,1,3,4.0,4.0899555,85,electric,1.0,regcar,2,0.7,300,0.4
45,4,0,1,0,1,3,4.0,4.0899555,85,electric,1.0,truck,2,0.7,300,0.4
45,5,0,1,0,1,3,6.0,2.8118444,95,gasoline,1.0,regcar,4,1.0,350,0.75
45,6,0,1,0,1,3,6.0,2.8118444,95,gasoline,1.0,van,4,1.0,350,0.75
46,1,0,1,0,0,0,6.0,3.0674666,65,methanol,1.0,regcar,8,0.0,200,0.0
46,2,0,1,0,0,0,6.0,3.0674666,65,methanol,1.0,stwagon,8,0.0,200,0.0
46,3,0,1,0,0,1,2.5,3.8343333,140,electric,1.0,regcar,6,0.3,300,0.6
46,4,0,1,0,0,1,2.5,3.8343333,140,electric,1.0,truck,6,0.3,300,0.6
46,5,1,1,0,0,2,4.0,4.0899555,85,gasoline,1.0,regcar,8,1.0,350,1.0
46,6,0,1,0,0,2,4.0,4.0899555,85,gasoline,1.0,van,8,1.0,350,1.0
47,1,0,1,0,0,3,6.0,2.8906233,110,cng,1.0,regcar,6,0.1,300,0.25
47,2,0,1,0,0,3,6.0,2.8906233,110,cng,1.0,truck,6,0.1,300,0.25
47,3,0,1,0,0,3,2.5,3.2118037,140,electric,1.0,regcar,8,0.3,250,0.6
47,4,0,1,0,0,3,2.5,3.2118037,140,electric,1.0,van,8,0.3,250,0.6
