obs_id,alt_id,choice,college,hsg2,coml5,vehicle_size,acceleration,price_over_log_income,top_speed,fuel_type,luggage_space,body_type,cents_per_mile,station_availability,range,pollution,big_enough,sports_utility_vehicle,sports_car,station_wagon,truck,van,electric,compressed_natural_gas,methanol,electric_commute_lte_5mi,electric_and_college,methanol_and_college,range_over_100,acceleration_over_10,top_speed_over_100,vehicle_size_over_10,tens_of_cents_per_mile,neg_price_over_log_income,neg_acceleration_over_10,neg_pollution,neg_tens_of_cents_per_mile
4,6,0,0,0,1,3,2.5,5.4600663,95,methanol,1.0,stwagon,4,0.1,300,0.6,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.25,0.95,0.3,0.4,-5.4600663,-0.25,-0.6,-0.4
5,1,0,0,1,0,1,4.0,5.7941569,85,cng,0.7,regcar,6,0.3,75,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.4,0.85,0.1,0.6,-5.7941569,-0.4,-0.1,-0.6
5,2,0,0,1,0,1,4.0,5.7941569,85,cng,0.7,truck,6,0.3,75,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0.4,0.85,0.1,0.6,-5.7941569,-0.4,-0.1,-0.6
5,3,0,0,1,0,2,6.0,6.3459814,95,methanol,1.0,regcar,8,0.7,300,0.4,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.6,0.95,0.2,0.8,-6.3459814,-0.6,-0.4,-0.8
5,4,0,0,1,0,2,6.0,6.3459814,95,methanol,1.0,van,8,0.7,300,0.4,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0.6,0.95,0.2,0.8,-6.3459814,-0.6,-0.4,-0.8
5,5,1,0,1,0,3,2.5,4.690508,110,gasoline,1.0,regcar,2,1.0,350,0.75,1,0,0,0,0,0,0,0,0,0,0,0,3.5,0.25,1.1,0.3,0.2,-4.690508,-0.25,-0.75,-0.2
5,6,0,0,1,0,3,2.5,4.690508,110,gasoline,1.0,stwagon,2,1.0,350,0.75,1,0,0,1,0,0,0,0,0,0,0,0,3.5,0.25,1.1,0.3,0.2,-4.690508,-0.25,-0.75,-0.2
6,1,0,0,0,0,3,6.0,3.5329841,85,cng,1.0,truck,6,0.1,300,0.6,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.6,-3.5329841,-0.6,-0.6,-0.6
6,2,0,0,0,0,3,6.0,3.5329841,85,cng,1.0,regcar,6,0.1,300,0.6,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.6,-3.5329841,-0.6,-0.6,-0.6
6,3,0,0,0,0,2,2.5,4.1753448,95,methanol,1.0,truck,8,0.3,250,0.25,0,0,0,0,1,0,0,0,1,0,0,0,2.5,0.25,0.95,0.2,0.8,-4.1753448,-0.25,-0.25,-0.8
6,4,0,0,0,0,2,2.5,4.1753448,95,methanol,1.0,van,8,0.3,250,0.25,0,0,0,0,0,1,0,0,1,0,0,0,2.5,0.25,0.95,0.2,0.8,-4.1753448,-0.25,-0.25,-0.8
6,5,1,0,0,0,3,4.0,4.8177056,110,gasoline,1.0,truck,2,1.0,300,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.2,-4.8177056,-0.4,-0.5,-0.2
6,6,0,0,0,0,3,4.0,4.8177056,110,gasoline,1.0,stwagon,2,1.0,300,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.2,-4.8177056,-0.4,-0.5,-0.2
7,1,0,1,1,1,2,6.0,1.9270822,100,electric,1.0,regcar,8,0.0,125,0.0,0,0,0,0,0,0,1,0,0,1,1,0,1.25,0.6,1.0,0.2,0.8,-1.9270822,-0.6,-0.0,-0.8
7,2,1,1,1,1,2,6.0,1.9270822,100,electric,1.0,van,8,0.0,125,0.0,0,0,0,0,0,1,1,0,0,1,1,0,1.25,0.6,1.0,0.2,0.8,-1.9270822,-0.6,-0.0,-0.8
7,3,0,1,1,1,3,2.5,0.96354111,85,cng,0.7,regcar,4,0.7,300,0.25,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0.25,0.85,0.3,0.4,-0.96354111,-0.25,-0.25,-0.4
7,4,0,1,1,1,3,2.5,0.96354111,85,cng,0.7,stwagon,4,0.7,300,0.25,1,0,0,1,0,0,0,1,0,0,0,0,3.0,0.25,0.85,0.3,0.4,-0.96354111,-0.25,-0.25,-0.4
7,5,0,1,1,1,3,4.0,1.4453117,110,gasoline,1.0,regcar,8,1.0,300,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.8,-1.4453117,-0.4,-1.0,-0.8
7,6,0,1,1,1,3,4.0,1.4453117,110,gasoline,1.0,truck,8,1.0,300,1.0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.8,-1.4453117,-0.4,-1.0,-0.8
8,1,0,1,0,1,3,6.0,6.0700691,85,electric,1.0,regcar,1,0.0,125,0.0,0,0,0,0,0,0,1,0,0,1,1,0,1.25,0.6,0.85,0.3,0.1,-6.0700691,-0.6,-0.0,-0.1
8,2,0,1,0,1,3,6.0,6.0700691,85,electric,1.0,van,1,0.0,125,0.0,0,0,0,0,0,1,1,0,0,1,1,0,1.25,0.6,0.85,0.3,0.1,-6.0700691,-0.6,-0.0,-0.1
8,3,0,1,0,1,3,2.5,6.3459814,140,cng,0.7,regcar,4,0.7,300,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.25,1.4,0.3,0.4,-6.3459814,-0.25,-0.4,-0.4
8,4,0,1,0,1,3,2.5,6.3459814,140,cng,0.7,stwagon,4,0.7,300,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3.0,0.25,1.4,0.3,0.4,-6.3459814,-0.25,-0.4,-0.4
8,5,1,1,0,1,2,4.0,5.2423324,95,gasoline,1.0,regcar,8,1.0,300,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.4,0.95,0.2,0.8,-5.2423324,-0.4,-0.25,-0.8
8,6,0,1,0,1,2,4.0,5.2423324,95,gasoline,1.0,truck,8,1.0,300,0.25,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.4,0.95,0.2,0.8,-5.2423324,-0.4,-0.25,-0.8
9,1,0,0,0,0,3,2.5,3.0674666,65,electric,0.7,sportuv,4,0.0,125,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1.25,0.25,0.65,0.3,0.4,-3.0674666,-0.25,-0.0,-0.4
9,2,0,0,0,0,3,2.5,3.0674666,65,electric,0.7,sportcar,4,0.0,125,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1.25,0.25,0.65,0.3,0.4,-3.0674666,-0.25,-0.0,-0.4
9,3,0,0,0,0,3,4.0,3.8343333,140,methanol,1.0,sportuv,4,0.3,250,0.75,0,1,0,0,0,0,0,0,1,0,0,0,2.5,0.4,1.4,0.3,0.4,-3.8343333,-0.4,-0.75,-0.4
9,4,0,0,0,0,3,4.0,3.8343333,140,methanol,1.0,regcar,4,0.3,250,0.75,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0.4,1.4,0.3,0.4,-3.8343333,-0.4,-0.75,-0.4
9,5,1,0,0,0,2,6.0,4.0899555,85,gasoline,1.0,sportuv,6,1.0,300,0.25,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.6,0.85,0.2,0.6,-4.0899555,-0.6,-0.25,-0.6
9,6,0,0,0,0,2,6.0,4.0899555,85,gasoline,1.0,truck,6,1.0,300,0.25,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.6,0.85,0.2,0.6,-4.0899555,-0.6,-0.25,-0.6
10,1,0,1,0,0,2,4.0,3.8017382,85,electric,1.0,regcar,2,0.0,200,0.0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.4,0.85,0.2,0.2,-3.8017382,-0.4,-0.0,-0.2
10,2,1,1,0,0,2,4.0,3.8017382,85,electric,1.0,truck,2,0.0,200,0.0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.4,0.85,0.2,0.2,-3.8017382,-0.4,-0.0,-0.2
10,3,0,1,0,0,3,6.0,2.4599482,140,cng,0.7,regcar,2,0.7,75,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.6,1.4,0.3,0.2,-2.4599482,-0.6,-0.4,-0.2
10,4,0,1,0,0,3,6.0,2.4599482,140,cng,0.7,van,2,0.7,75,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0.75,0.6,1.4,0.3,0.2,-2.4599482,-0.6,-0.4,-0.2
10,5,0,1,0,0,1,2.5,2.9072116,85,methanol,1.0,regcar,4,0.1,300,0.75,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.25,0.85,0.1,0.4,-2.9072116,-0.25,-0.75,-0.4
10,6,0,1,0,0,1,2.5,2.9072116,85,methanol,1.0,stwagon,4,0.1,300,0.75,0,0,0,1,0,0,0,0,1,0,0,1,3.0,0.25,0.85,0.1,0.4,-2.9072116,-0.25,-0.75,-0.4
11,1,1,1,0,0,3,4.0,4.1386835,55,electric,1.0,regcar,2,0.0,200,0.0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.4,0.55,0.3,0.2,-4.1386835,-0.4,-0.0,-0.2
11,2,0,1,0,0,3,4.0,4.1386835,55,electric,1.0,truck,2,0.0,200,0.0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.4,0.55,0.3,0.2,-4.1386835,-0.4,-0.0,-0.2
11,3,0,1,0,0,1,6.0,4.4145957,95,cng,1.0,regcar,4,0.7,75,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.6,0.95,0.1,0.4,-4.4145957,-0.6,-0.1,-0.4
11,4,0,1,0,0,1,6.0,4.4145957,95,cng,1.0,van,4,0.7,75,0.1,0,0,0,0,0,1,0,1,0,0,0,0,0.75,0.6,0.95,0.1,0.4,-4.4145957,-0.6,-0.1,-0.4
11,5,0,1,0,0,2,2.5,3.0350346,110,methanol,1.0,regcar,6,0.1,300,0.4,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.25,1.1,0.2,0.6,-3.0350346,-0.25,-0.4,-0.6
11,6,0,1,0,0,2,2.5,3.0350346,110,methanol,1.0,stwagon,6,0.1,300,0.4,0,0,0,1,0,0,0,0,1,0,0,1,3.0,0.25,1.1,0.2,0.6,-3.0350346,-0.25,-0.4,-0.6
12,1,0,1,1,0,3,4.0,3.323736,85,electric,1.0,truck,2,0.0,125,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1.25,0.4,0.85,0.3,0.2,-3.323736,-0.4,-0.0,-0.2
12,2,1,1,1,0,3,4.0,3.323736,85,electric,1.0,stwagon,2,0.0,125,0.0,1,0,0,1,0,0,1,0,0,0,1,0,1.25,0.4,0.85,0.3,0.2,-3.323736,-0.4,-0.0,-0.2
12,3,0,1,1,0,1,6.0,3.7985554,85,methanol,1.0,truck,8,0.7,250,0.25,0,0,0,0,1,0,0,0,1,0,0,1,2.5,0.6,0.85,0.1,0.8,-3.7985554,-0.6,-0.25,-0.8
12,4,0,1,1,0,1,6.0,3.7985554,85,methanol,1.0,regcar,8,0.7,250,0.25,0,0,0,0,0,0,0,0,1,0,0,1,2.5,0.6,0.85,0.1,0.8,-3.7985554,-0.6,-0.25,-0.8
12,5,0,1,1,0,2,2.5,2.6115068,95,gasoline,1.0,truck,2,1.0,300,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.25,0.95,0.2,0.2,-2.6115068,-0.25,-0.5,-0.2
12,6,0,1,1,0,2,2.5,2.6115068,95,gasoline,1.0,van,2,1.0,300,0.5,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.25,0.95,0.2,0.2,-2.6115068,-0.25,-0.5,-0.2
13,1,0,1,0,0,0,4.0,5.4600663,85,electric,1.0,sportcar,8,0.0,200,0.0,0,0,1,0,0,0,1,0,0,0,1,0,2.0,0.4,0.85,0.0,0.8,-5.4600663,-0.4,-0.0,-0.8
13,2,0,1,0,0,0,4.0,5.4600663,85,electric,1.0,truck,8,0.0,200,0.0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.4,0.85,0.0,0.8,-5.4600663,-0.4,-0.0,-0.8
13,3,0,1,0,0,1,6.0,6.102427,140,cng,1.0,sportcar,4,0.1,75,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0.6,1.4,0.1,0.4,-6.102427,-0.6,-0.25,-0.4
13,4,0,1,0,0,1,6.0,6.102427,140,cng,1.0,sportuv,4,0.1,75,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0.75,0.6,1.4,0.1,0.4,-6.102427,-0.6,-0.25,-0.4
13,5,1,1,0,0,2,2.5,7.3871485,95,gasoline,1.0,sportcar,8,1.0,350,1.0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,0.25,0.95,0.2,0.8,-7.3871485,-0.25,-1.0,-0.8
13,6,0,1,0,0,2,2.5,7.3871485,95,gasoline,1.0,regcar,8,1.0,350,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.25,0.95,0.2,0.8,-7.3871485,-0.25,-1.0,-0.8
14,1,0,0,0,0,2,2.5,1.2847215,85,electric,0.7,regcar,1,0.0,200,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.25,0.85,0.2,0.1,-1.2847215,-0.25,-0.0,-0.1
14,2,0,0,0,0,2,2.5,1.2847215,85,electric,0.7,stwagon,1,0.0,200,0.0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,0.25,0.85,0.2,0.1,-1.2847215,-0.25,-0.0,-0.1
14,3,0,0,0,0,3,4.0,1.6059019,85,methanol,1.0,regcar,2,0.7,300,0.4,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.4,0.85,0.3,0.2,-1.6059019,-0.4,-0.4,-0.2
14,4,0,0,0,0,3,4.0,1.6059019,85,methanol,1.0,truck,2,0.7,300,0.4,0,0,0,0,1,0,0,0,1,0,0,0,3.0,0.4,0.85,0.3,0.2,-1.6059019,-0.4,-0.4,-0.2
14,5,1,0,0,0,3,6.0,0.96354111,95,gasoline,1.0,regcar,4,1.0,350,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6,0.95,0.3,0.4,-0.96354111,-0.6,-0.75,-0.4
14,6,0,0,0,0,3,6.0,0.96354111,95,gasoline,1.0,van,4,1.0,350,0.75,0,0,0,0,0,1,0,0,0,0,0,0,3.5,0.6,0.95,0.3,0.4,-0.96354111,-0.6,-0.75,-0.4
15,1,0,1,0,0,1,4.0,4.690508,65,electric,1.0,regcar,1,0.0,200,0.0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.4,0.65,0.1,0.1,-4.690508,-0.4,-0.0,-0.1
15,2,0,1,0,0,1,4.0,4.690508,65,electric,1.0,stwagon,1,0.0,200,0.0,0,0,0,1,0,0,1,0,0,0,1,0,2.0,0.4,0.65,0.1,0.1,-4.690508,-0.4,-0.0,-0.1
15,3,1,1,0,0,2,6.0,3.586859,140,methanol,1.0,regcar,4,0.3,300,0.6,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.6,1.4,0.2,0.4,-3.586859,-0.6,-0.6,-0.4
15,4,0,1,0,0,2,6.0,3.586859,140,methanol,1.0,truck,4,0.3,300,0.6,0,0,0,0,1,0,0,0,1,0,0,1,3.0,0.6,1.4,0.2,0.4,-3.586859,-0.6,-0.6,-0.4
15,5,0,1,0,0,3,2.5,4.1386835,85,gasoline,1.0,regcar,6,1.0,350,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.25,0.85,0.3,0.6,-4.1386835,-0.25,-1.0,-0.6
15,6,0,1,0,0,3,2.5,4.1386835,85,gasoline,1.0,van,6,1.0,350,1.0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,0.25,0.85,0.3,0.6,-4.1386835,-0.25,-1.0,-0.6
16,1,0,1,0,0,3,6.0,1.9313856,100,electric,1.0,truck,8,0.0,75,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0.75,0.6,1.0,0.3,0.8,-1.9313856,-0.6,-0.0,-0.8
16,2,0,1,0,0,3,6.0,1.9313856,100,electric,1.0,van,8,0.0,75,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0.75,0.6,1.0,0.3,0.8,-1.9313856,-0.6,-0.0,-0.8
16,3,0,1,0,0,1,2.5,1.9313856,85,cng,1.0,truck,8,0.1,250,0.1,0,0,0,0,1,0,0,1,0,0,0,0,2.5,0.25,0.85,0.1,0.8,-1.9313856,-0.25,-0.1,-0.8
16,4,0,1,0,0,1,2.5,1.9313856,85,cng,1.0,stwagon,8,0.1,250,0.1,0,0,0,1,0,0,0,1,0,0,0,0,2.5,0.25,0.85,0.1,0.8,-1.9313856,-0.25,-0.1,-0.8
16,5,0,1,0,0,2,4.0,2.7591223,110,gasoline,1.0,truck,4,1.0,250,0.75,0,0,0,0,1,0,0,0,0,0,0,0,2.5,0.4,1.1,0.2,0.4,-2.7591223,-0.4,-0.75,-0.4
16,6,1,1,0,0,2,4.0,2.7591223,110,gasoline,1.0,regcar,4,1.0,250,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4,1.1,0.2,0.4,-2.7591223,-0.4,-0.75,-0.4
17,1,0,1,1,1,3,6.0,8.4371306,65,electric,1.0,regcar,8,0.0,75,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0.75,0.6,0.65,0.3,0.8,-8.4371306,-0.6,-0.0,-0.8
17,2,0,1,1,1,3,6.0,8.4371306,65,electric,1.0,van,8,0.0,75,0.0,1,0,0,0,0,1,1,0,0,1,1,0,0.75,0.6,0.65,0.3,0.8,-8.4371306,-0.6,-0.0,-0.8
17,3,1,1,1,1,3,2.5,5.4593198,110,cng,0.7,regcar,2,0.1,250,0.4,1,0,0,0,0,0,0,1,0,0,0,0,2.5,0.25,1.1,0.3,0.2,-5.4593198,-0.25,-0.4,-0.2
17,4,0,1,1,1,3,2.5,5.4593198,110,cng,0.7,stwagon,2,0.1,250,0.4,1,0,0,1,0,0,0,1,0,0,0,0,2.5,0.25,1.1,0.3,0.2,-5.4593198,-0.25,-0.4,-0.2
17,5,0,1,1,1,2,4.0,7.444527,85,gasoline,1.0,regcar,6,1.0,250,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4,0.85,0.2,0.6,-7.444527,-0.4,-0.25,-0.6
17,6,0,1,1,1,2,4.0,7.444527,85,gasoline,1.0,truck,6,1.0,250,0.25,0,0,0,0,1,0,0,0,0,0,0,0,2.5,0.4,0.85,0.2,0.6,-7.444527,-0.4,-0.25,-0.6
18,1,0,0,0,0,3,2.5,1.0224889,85,electric,0.7,regcar,8,0.0,200,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.25,0.85,0.3,0.8,-1.0224889,-0.25,-0.0,-0.8
18,2,1,0,0,0,3,2.5,1.0224889,85,electric,0.7,truck,8,0.0,200,0.0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,0.25,0.85,0.3,0.8,-1.0224889,-0.25,-0.0,-0.8
18,3,0,0,0,0,3,4.0,1.1503,140,cng,1.0,regcar,6,0.1,75,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.4,1.4,0.3,0.6,-1.1503,-0.4,-0.4,-0.6
18,4,0,0,0,0,3,4.0,1.1503,140,cng,1.0,van,6,0.1,75,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0.75,0.4,1.4,0.3,0.6,-1.1503,-0.4,-0.4,-0.6
18,5,0,0,0,0,2,6.0,1.2781111,85,methanol,1.0,regcar,8,0.3,300,0.75,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.6,0.85,0.2,0.8,-1.2781111,-0.6,-0.75,-0.8
18,6,0,0,0,0,2,6.0,1.2781111,85,methanol,1.0,stwagon,8,0.3,300,0.75,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.6,0.85,0.2,0.8,-1.2781111,-0.6,-0.75,-0.8
19,1,0,1,1,0,3,4.0,3.3109468,100,electric,1.0,van,1,0.0,125,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1.25,0.4,1.0,0.3,0.1,-3.3109468,-0.4,-0.0,-0.1
19,2,0,1,1,0,3,4.0,3.3109468,100,electric,1.0,regcar,1,0.0,125,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1.25,0.4,1.0,0.3,0.1,-3.3109468,-0.4,-0.0,-0.1
19,3,1,1,1,0,3,6.0,3.586859,85,cng,0.7,van,8,0.1,300,0.4,1,0,0,0,0,1,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.8,-3.586859,-0.6,-0.4,-0.8
19,4,0,1,1,0,3,6.0,3.586859,85,cng,0.7,stwagon,8,0.1,300,0.4,1,0,0,1,0,0,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.8,-3.586859,-0.6,-0.4,-0.8
19,5,0,1,1,0,2,2.5,4.1386835,95,methanol,1.0,van,2,0.3,250,0.75,0,0,0,0,0,1,0,0,1,0,0,1,2.5,0.25,0.95,0.2,0.2,-4.1386835,-0.25,-0.75,-0.2
19,6,0,1,1,0,2,2.5,4.1386835,95,methanol,1.0,truck,2,0.3,250,0.75,0,0,0,0,1,0,0,0,1,0,0,1,2.5,0.25,0.95,0.2,0.2,-4.1386835,-0.25,-0.75,-0.2
20,1,0,1,0,1,3,2.5,3.3109468,100,electric,0.7,regcar,4,0.0,200,0.0,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0.25,1.0,0.3,0.4,-3.3109468,-0.25,-0.0,-0.4
20,2,0,1,0,1,3,2.5,3.3109468,100,electric,0.7,stwagon,4,0.0,200,0.0,0,0,0,1,0,0,1,0,0,1,1,0,2.0,0.25,1.0,0.3,0.4,-3.3109468,-0.25,-0.0,-0.4
20,3,0,1,0,1,1,4.0,4.1386835,95,methanol,1.0,regcar,2,0.7,300,0.25,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.4,0.95,0.1,0.2,-4.1386835,-0.4,-0.25,-0.2
